room_type_reserved,required_car_parking_space,market_segment_type,type_of_meal_plan,lead_time,no_of_special_requests,avg_price_per_room,no_of_week_nights,no_of_adults,no_of_weekend_nights,no_of_children,no_of_previous_bookings_not_canceled,no_of_previous_cancellations,booking_status
3,0,4,0,49,2,120.06,3,3,1,0,0,0,1
0,0,4,0,155,0,128.7,2,3,1,0,0,0,0
3,0,4,0,43,0,140.4,1,2,0,0,0,0,0
3,0,4,0,16,2,166.0,2,2,0,0,0,0,1
0,0,4,0,44,0,131.58,3,3,2,0,0,0,0
0,0,3,0,92,0,70.0,4,2,0,0,0,0,1
0,0,4,0,17,0,85.0,0,1,1,0,0,0,0
0,1,1,0,9,3,0.0,2,3,0,0,0,0,1
0,0,4,0,33,2,85.5,2,1,0,0,0,0,1
6,0,1,0,0,1,0.0,1,2,0,0,8,2,1
3,0,4,0,90,0,99.45,4,2,0,0,0,0,0
0,0,4,3,46,1,72.0,2,2,0,0,0,0,0
0,0,4,0,47,1,96.3,1,2,0,0,0,0,1
3,0,4,0,57,1,158.4,3,3,1,0,0,0,1
3,0,4,0,103,0,146.7,2,3,1,0,0,0,0
5,0,4,0,0,0,216.0,1,2,0,2,0,0,0
3,0,4,0,5,0,146.0,5,2,2,0,0,0,0
0,0,4,0,70,2,113.87,3,2,0,2,0,0,1
0,1,4,0,1,0,100.0,1,2,0,0,0,0,1
0,0,4,0,167,0,119.85,5,2,2,0,0,0,0
0,0,4,0,0,0,101.52,0,1,1,0,0,0,1
0,0,4,0,17,1,61.88,2,2,2,0,0,0,1
3,0,3,1,266,2,69.36,1,2,2,0,0,0,1
1,0,4,0,217,3,76.5,1,2,0,0,0,0,1
3,0,4,0,83,0,93.6,3,2,1,0,0,0,0
0,0,4,0,22,2,105.0,5,2,1,0,0,0,1
0,0,4,3,46,1,74.8,6,2,4,0,0,0,1
0,0,3,0,9,0,69.0,1,1,0,0,0,0,1
0,0,4,3,47,1,116.1,3,2,0,0,0,0,1
5,0,4,3,0,1,153.0,2,2,0,2,0,0,1
0,0,4,0,209,0,133.2,2,3,0,0,0,0,0
0,0,4,0,28,0,73.88,2,2,2,0,0,0,1
0,0,2,0,2,0,65.0,1,2,0,0,0,0,1
0,0,3,0,314,0,75.0,3,2,0,0,0,0,0
5,0,4,0,42,0,198.9,2,2,2,2,0,0,0
0,0,3,0,62,0,71.4,1,2,0,0,0,0,1
0,0,3,1,4,0,90.6,1,1,0,0,0,0,1
3,0,4,0,121,1,120.6,3,2,2,0,0,0,1
0,1,2,0,1,0,67.0,2,1,0,0,3,0,1
0,0,4,0,39,1,90.23,2,3,1,0,0,0,1
0,0,4,0,142,1,96.3,0,2,1,0,0,0,1
3,0,4,0,119,2,129.96,3,2,2,0,0,0,1
0,0,4,0,28,0,81.0,1,1,0,0,0,0,0
0,0,4,0,21,1,112.0,1,2,2,0,0,0,1
0,0,4,0,12,0,85.0,2,1,1,0,0,0,0
0,0,3,0,0,0,100.0,2,1,0,0,0,0,1
0,0,4,0,307,0,73.95,8,1,4,0,0,0,0
0,0,4,3,33,1,89.1,2,2,0,0,0,0,0
0,0,3,0,1,0,117.8,1,1,0,0,0,0,1
3,0,4,0,43,2,123.3,2,2,1,0,0,0,1
0,0,4,0,2,1,89.89,2,2,2,0,0,0,1
0,0,4,0,75,1,87.55,4,2,1,0,0,0,1
1,0,4,0,35,1,69.5,1,0,1,2,0,0,1
0,0,4,3,35,2,74.8,2,2,2,0,0,0,1
0,0,3,0,9,0,70.0,5,2,2,0,0,1,1
0,0,4,0,107,0,107.1,5,2,0,0,0,0,0
5,0,4,0,47,2,156.6,2,2,0,0,0,0,1
0,0,3,1,27,0,110.0,4,2,0,0,0,0,1
0,0,4,0,3,0,6.0,2,1,2,0,0,0,1
3,0,4,0,113,2,137.7,3,3,0,0,0,0,1
0,0,4,0,26,1,160.0,0,2,2,0,0,0,1
3,0,4,0,29,3,150.17,1,3,2,0,0,0,1
0,0,4,0,3,1,133.0,0,1,1,0,0,0,1
0,1,4,0,55,1,102.6,1,2,0,0,0,0,1
0,0,4,0,30,1,135.9,1,2,0,0,0,0,1
0,0,4,0,73,1,93.6,1,2,2,0,0,0,1
0,0,4,0,135,1,126.0,2,2,0,1,0,0,1
0,0,3,1,2,0,112.2,1,2,0,0,0,0,1
0,0,2,0,0,1,65.0,0,1,1,0,15,0,1
0,0,4,0,170,0,114.04,5,2,2,0,0,0,0
0,0,2,0,5,0,100.0,1,2,0,0,0,0,1
0,0,4,3,34,1,99.0,1,2,0,0,0,0,0
0,0,4,0,42,1,80.3,0,2,1,0,0,0,1
5,0,4,0,101,0,186.3,3,2,0,2,0,0,0
0,0,4,0,24,1,108.5,3,2,1,0,0,0,1
5,1,4,0,33,0,190.8,1,2,2,2,0,0,1
3,0,4,0,62,0,106.2,2,2,1,0,0,0,1
0,0,4,0,11,3,159.0,0,2,2,1,0,0,1
0,0,2,0,91,0,65.0,2,1,0,0,9,1,1
3,0,3,0,68,0,90.95,3,2,2,0,0,0,1
0,0,4,0,41,1,86.07,4,2,2,0,0,0,1
0,0,4,0,28,1,117.0,1,2,2,0,0,0,0
3,0,4,0,44,2,168.3,2,3,2,0,0,0,1
3,0,4,0,35,0,128.4,5,2,1,0,0,0,0
0,0,4,0,0,0,124.0,1,2,0,0,0,0,1
0,0,4,3,58,2,108.0,1,2,0,0,0,0,1
0,0,4,3,104,0,94.5,1,2,0,0,0,0,0
0,0,4,0,17,0,81.0,1,1,2,0,0,0,1
0,0,4,0,73,0,126.9,1,2,0,0,0,0,0
3,0,4,0,127,2,113.05,2,2,2,0,0,0,1
0,0,4,0,23,1,111.33,3,2,0,0,0,0,1
0,0,4,0,126,1,76.58,4,2,0,0,0,0,1
0,0,3,0,120,0,72.25,4,2,0,0,0,0,1
3,0,4,0,36,1,140.4,2,2,0,0,0,0,1
0,0,4,3,2,1,104.0,2,1,0,0,0,0,1
0,0,4,0,121,1,65.45,4,2,2,0,0,0,1
0,0,4,0,34,2,103.5,1,2,1,0,0,0,1
0,0,3,0,349,0,90.0,5,2,1,0,0,0,1
0,0,4,0,27,2,90.84,2,2,2,0,0,0,1
0,0,4,3,6,2,95.0,1,2,0,0,0,0,1
4,0,2,0,3,0,166.25,1,1,1,0,0,0,1
0,0,4,0,54,2,72.63,3,2,2,0,0,0,1
3,0,3,0,41,1,60.0,3,2,2,0,0,0,1
0,0,4,0,1,1,105.0,1,2,1,0,0,0,1
0,0,4,0,433,0,70.0,3,2,0,0,0,0,0
3,0,3,0,137,2,93.0,1,3,2,0,0,0,1
0,0,4,3,96,1,116.1,0,2,1,0,0,0,1
3,0,3,0,9,0,92.0,1,2,2,0,0,0,0
0,0,4,0,14,3,113.14,5,2,2,1,0,0,1
0,0,4,0,172,0,125.1,3,2,0,1,0,0,0
0,0,4,0,90,0,76.5,3,2,2,0,0,0,1
0,0,4,0,6,0,111.67,1,2,2,0,0,0,1
0,0,4,0,107,1,89.25,2,2,0,0,0,0,1
0,0,4,0,43,0,0.0,1,2,0,0,0,0,1
3,0,4,0,169,0,130.05,3,3,1,0,0,0,0
3,0,4,0,1,1,146.7,0,3,1,0,0,0,1
0,0,4,0,80,1,96.3,2,2,0,0,0,0,1
3,0,4,0,53,1,161.78,3,3,1,0,0,0,1
0,0,4,0,12,0,80.0,3,1,0,0,0,0,1
0,0,4,0,78,1,87.3,1,2,1,0,0,0,1
5,0,4,0,193,0,160.2,3,2,0,1,0,0,1
3,0,4,0,229,0,116.95,3,2,1,0,0,0,0
0,0,4,0,143,1,84.6,1,1,0,0,0,0,0
0,0,4,0,127,1,96.3,2,2,1,0,0,0,1
1,0,4,0,39,1,99.86,2,2,2,1,0,0,1
0,0,3,0,14,0,99.0,1,1,0,0,0,0,1
5,0,4,0,102,2,173.95,3,2,1,2,0,0,1
1,0,4,0,113,0,85.85,2,2,2,0,0,0,1
0,0,4,0,338,0,80.0,2,2,1,0,0,0,0
0,0,4,0,24,0,122.0,3,2,0,0,0,0,1
0,0,4,1,200,2,152.15,3,2,1,0,0,0,0
3,0,3,0,43,0,65.0,1,2,2,0,0,0,1
3,0,4,0,4,1,179.0,3,2,1,0,0,0,1
0,0,3,0,82,0,115.0,5,2,2,0,0,0,1
0,0,3,1,286,0,91.0,2,1,0,0,0,0,1
0,1,4,0,22,1,138.0,0,1,1,1,0,0,1
0,0,4,3,0,1,116.1,1,2,0,0,0,0,1
0,0,4,3,69,0,123.98,6,2,2,0,0,0,0
1,0,4,0,232,2,81.82,7,2,3,0,0,0,0
0,0,4,3,0,0,73.15,1,1,1,0,0,0,1
0,0,4,0,14,0,80.09,14,1,5,0,0,0,1
0,0,3,1,109,0,102.25,3,2,2,0,0,0,1
3,0,4,0,74,3,132.6,3,2,2,0,0,0,1
0,0,4,3,24,2,88.0,1,2,2,0,0,0,1
3,0,4,0,44,2,149.4,3,2,2,0,0,0,1
5,0,4,0,70,2,174.3,1,2,2,2,0,0,1
0,0,4,3,0,0,81.0,3,2,1,0,0,0,1
0,0,4,0,85,0,81.9,2,1,0,0,0,0,1
0,0,4,0,133,0,114.3,4,2,0,0,0,0,0
0,0,3,0,33,1,57.92,3,2,2,0,0,0,1
3,0,4,0,80,1,140.4,1,2,2,0,0,0,1
0,0,4,0,14,0,137.7,3,2,2,1,0,0,0
0,0,4,3,7,1,78.0,2,1,0,0,0,0,0
3,0,4,0,105,2,168.3,2,3,0,0,0,0,1
3,0,4,1,102,3,156.0,4,2,2,0,0,0,1
3,0,4,0,49,1,121.13,2,3,2,0,0,0,1
0,0,4,0,15,1,73.15,1,1,1,0,0,0,1
0,0,4,3,1,0,95.0,0,2,2,0,0,0,0
0,0,3,0,115,0,75.0,1,2,2,0,0,0,1
0,0,4,0,1,1,95.0,1,1,0,0,0,0,1
0,0,4,0,24,2,104.55,2,2,2,0,0,0,1
3,0,4,0,148,1,115.2,2,2,0,0,0,0,0
0,0,3,0,6,0,58.4,3,2,2,0,0,0,1
5,0,4,0,43,0,153.9,1,2,0,2,0,0,0
0,0,3,0,0,2,65.0,1,1,0,0,6,0,1
0,0,4,3,127,0,89.25,3,2,1,0,0,0,0
0,0,4,0,6,0,116.0,1,2,1,0,0,0,1
0,0,3,0,2,0,68.5,1,2,2,1,0,0,0
0,0,4,3,48,1,74.8,5,2,2,0,0,0,0
0,0,4,0,15,1,139.0,1,2,0,0,0,0,1
0,0,4,3,69,0,125.1,1,2,0,0,0,0,1
1,0,3,0,75,0,67.83,5,2,1,0,0,0,1
3,0,3,0,91,0,70.0,1,2,0,0,0,0,0
0,0,4,0,47,1,118.8,3,2,0,0,0,0,1
0,0,2,0,20,0,76.0,0,2,1,0,0,0,1
0,0,3,1,50,0,141.0,4,2,0,0,0,0,1
0,0,3,1,13,0,113.0,3,2,2,0,0,0,1
0,0,4,3,51,3,108.0,0,2,2,0,0,0,1
3,1,4,0,25,2,126.48,3,2,1,0,0,0,1
3,0,4,0,2,0,90.09,3,1,2,0,0,0,1
3,0,4,0,52,1,99.88,3,2,1,0,0,0,1
0,0,4,3,6,1,149.0,1,2,0,0,0,0,1
1,0,4,0,115,0,92.12,2,0,2,2,0,0,0
3,0,4,0,77,0,147.6,2,2,2,1,0,0,0
3,0,4,0,118,0,107.95,3,2,2,0,0,0,1
3,0,4,0,25,0,146.11,4,2,0,0,0,0,0
0,0,4,0,85,0,73.95,3,1,2,0,0,0,1
0,0,4,0,83,1,123.3,2,2,0,0,0,0,1
1,0,4,0,151,1,99.3,3,0,2,2,0,0,0
0,0,4,0,6,0,87.0,2,2,1,0,0,0,1
0,0,4,0,2,0,77.5,2,1,0,0,4,11,1
0,1,4,3,1,1,88.0,1,2,0,0,0,0,1
0,0,4,0,6,0,138.0,2,2,0,0,0,0,1
3,0,3,0,44,0,96.3,1,2,1,0,0,0,0
0,0,4,0,260,2,100.3,4,2,2,0,0,0,0
0,0,4,0,69,0,82.45,4,2,0,0,0,0,0
3,0,4,0,73,2,140.0,2,3,1,0,0,0,1
0,0,4,3,0,1,149.0,2,2,0,0,0,0,1
0,0,3,0,177,1,72.25,3,2,0,0,0,0,1
0,0,4,3,89,4,74.8,6,2,2,0,0,0,1
3,0,4,0,11,1,156.0,1,2,1,0,0,0,0
0,0,2,0,6,0,75.0,1,2,0,0,2,0,1
0,0,4,3,11,1,57.98,1,1,0,0,0,0,1
3,0,4,0,25,0,100.3,2,2,2,0,0,0,1
3,0,4,0,73,0,145.93,10,3,4,0,0,0,0
0,0,4,3,40,1,88.2,1,2,2,0,0,0,1
3,0,3,0,29,0,90.95,3,2,0,0,0,0,1
0,0,4,0,84,0,127.8,2,2,1,0,0,0,1
0,1,4,3,214,1,89.75,2,2,2,0,0,0,1
0,0,3,0,92,0,102.68,3,2,1,0,0,0,1
3,0,4,0,69,0,110.08,2,2,2,0,0,0,1
0,0,4,0,11,0,70.07,2,2,0,0,0,0,1
0,0,4,0,102,0,159.3,2,3,1,0,0,0,1
0,0,3,1,122,2,128.0,1,3,2,0,0,0,1
0,0,4,0,35,0,135.9,1,2,0,0,0,0,1
3,0,4,0,111,1,115.6,5,3,1,0,0,0,0
1,0,4,0,7,0,83.58,1,0,2,2,0,0,1
0,0,4,0,5,1,110.71,5,2,2,0,0,0,1
0,0,1,0,5,0,0.0,1,1,0,0,0,0,1
0,0,4,3,71,2,120.15,4,2,2,0,0,0,1
0,0,4,3,142,0,94.11,5,2,2,0,0,0,1
0,0,4,0,99,0,65.0,2,2,2,0,0,0,0
0,0,3,0,286,0,90.0,0,2,1,0,0,0,0
3,1,4,0,13,2,186.0,1,3,1,0,0,0,1
0,0,3,0,322,0,52.0,2,2,0,0,0,0,1
0,0,4,3,23,2,88.0,2,2,0,0,0,0,1
0,0,4,0,155,1,119.71,9,2,3,1,0,0,0
3,0,4,0,58,1,128.1,4,2,2,0,0,0,0
0,0,4,3,85,0,94.5,4,2,0,0,0,0,0
3,0,4,0,121,2,132.18,6,3,2,0,0,0,1
0,0,4,0,85,2,89.25,2,2,1,0,0,0,1
0,0,4,3,18,0,88.0,2,2,0,0,0,0,1
0,0,4,3,6,0,78.69,5,2,2,0,0,0,0
3,0,4,0,22,0,146.0,2,2,0,0,0,0,1
0,0,4,0,105,0,117.3,3,1,0,0,0,0,0
0,0,4,0,48,1,138.5,3,2,1,0,0,0,0
0,0,4,0,26,1,119.85,1,2,0,0,0,0,1
0,0,4,3,58,0,88.0,2,2,0,0,0,0,0
0,0,4,3,101,0,107.1,1,2,2,0,0,0,0
0,0,4,0,90,1,135.9,4,2,2,1,0,0,0
0,0,4,0,19,0,69.0,2,2,2,0,0,1,1
4,0,2,0,1,2,77.0,1,2,1,0,0,0,1
0,0,4,3,39,0,67.5,1,2,1,0,0,0,0
4,0,3,0,151,0,200.0,0,2,1,0,0,0,0
3,0,4,0,126,1,87.0,2,2,2,0,0,0,1
3,0,4,0,26,1,169.0,3,2,1,0,0,0,1
0,0,4,0,54,2,143.1,2,2,0,1,0,0,1
0,0,4,3,180,0,85.5,2,2,0,0,0,0,0
0,0,4,0,8,0,154.33,2,2,1,0,0,0,1
0,0,4,0,51,0,90.0,3,1,1,0,0,0,0
0,0,4,3,233,0,100.3,3,2,1,0,0,0,0
0,0,3,0,109,2,43.5,3,2,1,0,0,0,1
0,0,2,0,8,0,79.0,1,1,0,0,0,0,1
3,0,3,0,72,0,60.0,1,2,2,0,0,0,1
3,0,4,0,4,0,162.0,3,2,2,0,0,0,1
0,1,4,0,30,1,122.85,1,2,1,0,0,0,1
1,0,4,0,160,1,103.22,2,2,2,0,0,0,0
0,0,4,0,111,1,76.5,2,2,1,0,0,0,0
3,0,3,0,82,1,90.95,3,2,1,0,0,0,1
0,0,4,0,29,0,111.15,2,2,0,0,0,0,0
0,0,4,0,37,1,58.37,3,2,1,0,0,0,1
0,0,0,0,0,0,95.0,3,1,1,0,1,0,1
0,0,3,3,1,0,80.0,1,2,0,0,0,0,1
1,0,4,0,111,1,221.4,1,2,0,2,0,0,0
0,0,3,0,93,1,60.0,2,2,0,0,0,0,1
0,0,4,0,115,1,136.1,2,2,1,0,0,0,1
0,0,3,0,159,0,70.0,1,2,1,0,0,0,1
0,0,4,3,38,0,125.1,0,2,2,0,0,0,0
0,0,4,0,21,1,80.3,2,2,0,0,0,0,1
0,0,4,0,1,0,74.93,1,2,2,0,0,0,1
5,0,4,0,1,2,180.33,3,2,0,2,0,0,1
3,0,4,0,108,3,150.3,1,3,1,0,0,0,1
0,0,4,0,132,2,143.1,1,2,1,1,0,0,1
0,0,4,0,60,0,82.95,5,2,2,0,0,0,0
0,0,4,3,36,1,109.0,2,1,1,0,0,0,1
0,0,3,0,146,0,89.75,1,2,0,0,0,0,1
0,0,4,0,202,0,94.33,4,2,0,0,0,0,0
6,0,1,0,15,0,0.0,2,2,0,3,0,0,1
0,0,3,1,4,0,117.0,2,2,1,0,0,0,1
0,0,4,0,82,1,72.25,3,2,1,0,0,0,0
0,0,3,0,77,1,105.4,3,3,1,0,0,0,1
0,0,4,0,39,0,117.9,1,2,2,0,0,0,0
0,0,3,3,161,0,59.5,3,2,1,0,0,0,1
0,0,4,0,77,0,86.4,1,1,0,0,0,0,0
1,0,4,0,113,1,78.0,3,0,0,2,0,0,1
0,0,4,0,58,1,80.3,2,2,0,0,0,0,1
3,0,3,0,8,0,85.0,5,2,1,0,0,0,1
0,0,4,3,68,1,87.3,1,2,0,0,0,0,0
0,0,3,1,44,0,91.58,3,2,1,0,0,0,1
0,0,3,0,5,1,100.0,1,1,1,0,0,0,1
0,0,3,0,4,0,95.0,2,1,0,0,0,0,1
0,0,4,3,52,0,79.2,1,2,0,0,0,0,0
3,0,4,0,19,1,90.98,3,2,1,0,0,0,1
0,0,1,0,0,1,0.0,1,1,0,0,21,0,1
0,0,4,0,69,1,110.5,2,2,2,1,0,0,1
0,0,4,0,1,2,111.0,1,2,0,1,0,0,1
0,0,4,0,1,1,91.0,1,2,0,0,0,0,1
0,0,4,0,0,0,124.0,2,2,1,0,0,0,0
0,0,3,0,170,1,70.0,1,2,2,0,0,0,1
0,0,4,0,89,1,96.3,3,2,0,0,0,0,1
0,0,2,0,3,0,65.0,2,1,1,0,1,0,1
0,0,4,0,13,2,126.0,1,2,1,0,0,0,1
0,0,2,0,4,0,65.0,0,1,1,0,0,0,1
1,0,3,0,133,0,75.0,2,2,1,0,0,0,0
0,0,4,0,31,1,83.9,1,2,2,0,0,0,1
0,0,4,0,308,1,78.3,3,1,0,0,0,0,0
5,0,4,0,216,0,177.3,1,2,1,2,0,0,0
0,0,4,3,1,0,59.03,1,1,0,0,0,0,1
3,0,4,0,72,0,100.8,1,2,2,0,0,0,0
3,0,4,0,24,2,172.0,0,3,2,0,0,0,1
0,0,4,3,85,0,80.1,2,2,0,0,0,0,0
5,0,4,0,12,0,220.0,1,2,0,2,0,0,0
0,0,4,0,66,1,132.9,3,2,0,0,0,0,1
0,0,3,0,36,0,80.0,2,1,0,0,0,0,1
0,0,4,0,57,1,85.85,4,2,0,0,0,0,1
5,0,4,0,52,1,156.6,2,2,0,2,0,0,1
0,0,3,0,106,0,77.33,3,2,0,0,0,0,1
0,0,4,0,10,2,140.0,1,2,0,0,0,0,1
3,0,3,0,12,1,123.3,4,2,0,1,0,0,1
0,0,3,1,46,0,103.0,3,2,2,0,0,0,1
0,0,4,0,121,0,90.0,2,2,1,0,0,0,0
0,0,4,3,251,1,73.35,1,2,1,0,0,0,1
0,0,4,3,218,0,49.68,2,1,0,0,0,0,0
5,0,4,0,4,2,152.85,1,2,2,2,0,0,1
0,0,4,3,217,2,46.63,7,2,3,0,0,0,1
3,0,4,0,92,0,99.45,5,2,1,0,0,0,0
0,0,4,0,7,1,134.33,2,2,1,0,0,0,1
0,0,4,3,22,2,109.0,0,2,1,0,0,0,1
3,0,4,0,7,0,148.0,3,2,0,0,0,0,1
0,0,4,3,0,1,148.0,2,2,0,0,0,0,1
0,0,3,0,0,0,84.8,1,2,2,0,0,0,1
0,1,2,0,7,1,67.0,1,1,0,0,5,0,1
0,0,4,0,6,0,103.64,3,2,2,0,0,0,0
0,0,4,3,116,2,125.1,3,2,2,0,0,0,1
0,0,3,0,161,0,116.1,3,1,0,0,0,0,0
0,0,4,3,12,2,88.0,3,2,0,0,0,0,1
3,1,1,0,4,1,0.0,1,2,0,0,0,0,1
0,0,4,3,0,1,79.0,2,2,1,0,0,0,1
3,0,3,0,44,1,60.0,3,2,0,0,0,0,1
0,0,4,0,63,1,109.8,1,2,0,0,0,0,1
0,0,4,0,55,1,78.08,4,2,0,0,0,0,1
0,0,3,0,40,0,85.5,1,2,0,0,0,0,1
0,0,4,0,1,2,111.0,1,2,0,0,0,0,1
0,0,4,0,110,2,101.58,3,2,1,0,0,0,1
0,0,4,3,78,1,116.1,1,2,0,0,0,0,1
0,0,4,3,3,1,67.57,4,2,0,0,0,0,1
0,0,4,3,10,0,129.0,1,2,0,0,0,0,0
0,0,4,0,8,0,103.0,2,2,2,0,0,0,1
0,0,4,3,18,0,65.0,2,2,2,0,0,0,1
0,0,4,0,157,1,78.45,5,2,2,0,0,0,1
0,0,4,0,28,0,129.0,3,2,0,0,0,0,1
0,0,4,0,58,0,109.65,3,1,1,0,0,0,0
3,0,2,0,6,1,94.0,1,1,0,0,5,0,1
3,0,4,0,199,0,119.0,4,3,2,0,0,0,1
0,0,4,3,54,0,54.46,4,1,1,0,0,0,1
0,0,4,3,161,1,87.13,2,2,2,0,0,0,1
3,0,4,0,103,1,119.0,2,3,2,0,0,0,0
4,0,3,0,116,0,113.56,1,3,2,0,0,0,0
0,0,4,0,190,1,81.9,2,2,1,0,0,0,1
5,0,4,0,145,1,186.3,2,2,0,2,0,0,1
0,0,3,1,83,0,112.2,1,2,0,0,0,0,1
0,0,4,3,67,0,51.97,1,1,2,1,0,0,1
3,0,4,0,53,1,118.8,3,2,0,1,0,0,1
0,0,4,0,11,0,95.0,0,1,1,0,0,0,1
3,0,4,0,41,0,118.0,2,2,0,0,0,0,1
0,0,4,3,207,0,81.6,6,2,4,0,0,0,0
0,0,4,0,223,1,92.28,3,2,1,0,0,0,1
3,0,4,0,20,0,77.6,2,2,0,0,0,0,1
0,0,4,3,52,1,108.0,2,2,1,0,0,0,1
0,0,4,0,158,0,114.3,3,2,0,0,0,0,0
0,0,3,0,44,0,75.0,2,2,0,0,0,0,1
0,0,4,0,90,2,72.25,5,2,2,0,0,0,1
3,0,4,0,62,1,111.6,4,2,0,0,0,0,0
5,0,4,0,28,0,152.53,10,2,5,2,0,0,0
0,0,4,0,99,2,118.8,4,2,0,0,0,0,1
3,0,4,0,153,0,143.1,3,2,2,0,0,0,0
0,0,4,0,60,1,96.3,4,2,0,0,0,0,1
3,0,4,0,0,2,147.0,1,3,0,0,0,0,1
0,0,4,3,7,0,79.2,1,2,1,0,0,0,1
0,0,4,0,199,2,128.7,3,3,0,0,0,0,0
0,1,4,0,17,2,106.0,0,2,1,0,0,0,1
0,0,4,3,39,0,88.0,2,2,0,0,0,0,1
0,0,2,0,34,0,59.0,1,1,0,0,0,0,1
3,0,4,0,5,1,81.73,1,2,2,0,0,0,1
5,0,4,0,6,0,162.0,0,2,1,2,0,0,0
3,0,4,0,2,1,176.0,3,2,0,0,0,0,1
0,0,3,0,80,1,68.0,3,2,0,0,0,0,1
3,0,4,0,93,0,125.33,2,2,2,0,0,0,0
0,0,3,0,28,0,141.67,2,2,1,0,0,0,1
0,0,4,0,69,2,98.25,1,2,2,0,0,0,1
0,0,4,0,259,0,90.0,3,2,0,0,0,0,0
0,0,4,0,74,0,177.3,3,1,1,0,0,0,1
0,0,4,3,0,0,65.14,0,1,1,0,0,0,1
0,0,4,0,6,0,89.0,1,2,0,0,0,0,1
0,0,4,0,38,1,63.06,4,2,1,0,0,0,1
0,0,4,0,59,0,85.5,1,1,0,0,0,0,0
0,0,4,3,90,0,88.74,4,2,1,1,0,0,0
0,0,4,0,154,0,118.8,2,2,2,0,0,0,0
0,0,4,3,38,0,67.5,1,2,2,0,0,0,0
0,0,4,3,20,1,69.5,2,2,2,0,0,0,1
3,0,3,0,39,0,60.0,2,2,1,0,0,0,1
5,0,4,1,157,2,217.6,3,2,2,2,0,0,0
3,0,3,0,31,1,102.9,2,3,1,0,0,0,1
0,0,4,0,5,2,80.0,1,1,0,0,0,0,1
0,0,3,1,2,0,94.5,1,2,2,0,0,0,0
0,1,4,3,12,2,128.0,2,2,1,0,0,0,1
0,0,2,0,0,0,65.0,1,1,0,0,0,0,1
3,0,4,0,42,0,114.3,1,3,1,0,0,0,1
0,0,4,0,165,0,99.45,5,2,2,0,0,0,0
0,0,2,0,3,1,79.0,2,1,0,0,1,0,1
0,0,4,0,134,1,114.3,2,2,0,0,0,0,1
3,0,4,0,50,2,150.3,3,3,0,0,0,0,1
0,0,3,0,168,2,72.25,3,2,2,0,0,0,1
0,0,4,0,91,1,118.8,2,2,2,0,0,0,0
0,1,4,0,58,1,102.6,2,2,0,0,0,0,1
0,0,3,0,25,1,60.0,3,3,0,0,0,0,1
0,0,4,0,79,2,52.85,4,2,0,0,0,0,1
0,0,4,0,0,3,126.0,2,2,2,0,0,0,1
0,0,3,0,106,1,95.0,0,2,1,0,0,0,1
3,0,4,0,53,1,104.58,4,3,1,0,0,0,1
0,0,4,0,61,0,159.3,1,3,2,0,0,0,0
0,0,4,1,12,1,129.0,3,2,2,0,0,0,1
3,0,4,0,152,0,132.9,2,2,1,0,0,0,0
0,0,4,0,15,1,100.0,1,2,0,0,0,0,1
0,0,4,0,3,1,72.07,2,2,2,0,0,0,1
0,0,4,0,104,2,88.01,1,2,2,0,0,0,1
0,0,4,0,43,0,126.9,2,2,1,0,0,0,0
1,0,4,0,26,0,85.0,3,2,2,0,0,0,1
3,0,4,0,41,0,150.3,1,3,1,0,0,0,0
3,0,4,0,9,1,142.67,3,2,0,0,0,0,1
0,0,3,0,80,1,106.2,2,3,2,0,0,0,1
3,0,4,0,57,0,126.36,1,2,0,0,0,0,0
3,0,4,0,92,0,150.3,0,3,1,0,0,0,0
0,0,3,0,124,0,96.9,5,3,2,0,0,0,1
0,0,4,3,37,0,116.1,1,2,0,0,0,0,0
0,0,2,0,4,1,95.0,2,1,1,0,0,0,1
0,0,4,0,22,1,124.0,2,2,0,0,0,0,0
0,0,2,0,4,1,65.0,1,1,2,0,1,0,1
0,0,3,3,0,0,103.2,1,2,0,0,0,0,1
0,1,4,0,95,1,99.9,0,2,1,0,0,0,1
0,0,4,0,51,1,132.9,2,2,1,0,0,0,1
0,0,3,0,41,1,65.0,1,2,0,0,0,0,1
0,0,4,0,278,0,89.25,3,2,1,1,0,0,0
0,0,4,0,254,1,92.28,4,2,0,0,0,0,0
3,0,0,0,5,0,95.0,2,1,1,0,0,0,0
0,0,4,0,239,0,128.7,2,3,0,0,0,0,0
3,0,4,0,93,1,99.45,3,2,2,0,0,0,1
0,0,4,0,118,2,110.8,4,2,1,0,0,0,0
0,0,4,3,225,1,92.65,4,2,0,0,0,0,0
0,0,4,0,99,0,118.8,2,2,2,0,0,0,0
3,0,4,0,13,1,93.8,1,1,0,0,0,0,1
0,0,4,0,53,0,94.5,2,2,1,0,0,0,1
0,0,2,0,5,0,66.0,1,1,0,0,4,0,1
3,0,4,0,1,1,205.0,2,1,0,0,0,0,1
3,0,4,0,51,0,71.22,7,2,4,0,0,0,1
0,0,4,0,8,2,103.0,0,1,1,0,0,0,1
0,0,4,3,11,0,75.86,14,2,6,0,0,0,0
0,0,4,3,192,0,89.25,4,2,0,0,0,0,0
3,0,4,0,153,0,119.28,5,2,1,0,0,0,0
0,0,4,3,14,0,100.87,2,3,1,0,0,0,0
0,0,4,3,125,2,90.67,4,2,2,0,0,0,1
1,0,4,0,292,1,163.63,4,2,2,0,0,0,0
